Pays	Zone géographique	ID produit	Catégorie	Sous-catégorie	Nom du produit	Montant des ventes	Quantité	Remise	Profit	Retourné
Royaume-Uni	Nord	FOU-ST-10001588	Fournitures de bureau	Stockage	Tenex Rayonnage. Industriel	275.7	5	0	52.35	Non
France	Centre	FOU-AR-10004236	Fournitures de bureau	Art	BIC Toile. Bleu	322.2	6	0	25.74	Non
France	Centre	FOU-AR-10002101	Fournitures de bureau	Art	Boston Taille-crayon. Tailles assorties	289.17	9	0	144.45	Non
France	Centre	PRO-TÉ-10003927	Produits technologiques	Téléphones	Apple Smartphone. Taille réelle	317.7045	3	0.15	104.5845	Non
France	Centre	PRO-PH-10004483	Produits technologiques	Photocopieurs	Brother Télécopieur sans fil. Couleur	646.425	2	0.15	45.585	Non
Portugal	Sud	FOU-ST-10003766	Fournitures de bureau	Stockage	Fellowes Chariot. Taille réelle	274.68	4	0.5	-274.68	Non
Italie	Sud	PRO-PH-10000474	Produits technologiques	Photocopieurs	Hewlett Encre. Livré par deux	743.4	5	0	89.1	Oui
Italie	Sud	FOU-AR-10001734	Fournitures de bureau	Art	Boston Carnet de croquis. Emballage en vrac	390.96	8	0	113.28	Oui
Italie	Sud	FOU-AR-10002298	Fournitures de bureau	Art	BIC Stylos. Tailles assorties	34.92	2	0	14.28	Oui
Allemagne	Centre	PRO-AC-10001897	Produits technologiques	Accessoires	Memorex Clavier. Programmable	186.84	4	0	29.88	Non
Allemagne	Centre	MOB-CH-10003449	Mobilier	Chaises	Novimex Rocking chair. Rouge	473.148	4	0.1	41.988	Non
Allemagne	Centre	FOU-CL-10001906	Fournitures de bureau	Classeurs	Cardinal Onglets. Durable	17.52	2	0	8.04	Non
Allemagne	Centre	FOU-AR-10003254	Fournitures de bureau	Art	BIC Surligneurs. Emballage en vrac	96	5	0	22.05	Non
Allemagne	Centre	FOU-AR-10001734	Fournitures de bureau	Art	Boston Carnet de croquis. Emballage en vrac	351.864	8	0.1	74.184	Non
France	Centre	MOB-CH-10002049	Mobilier	Chaises	SAFCO Rocking chair. Réglable	618.3	5	0.1	178.5	Oui
France	Centre	PRO-MA-10003029	Produits technologiques	Machines	Konica Imprimante de cartes. Rouge	439.416	3	0.15	41.346	Oui
Allemagne	Centre	FOU-CL-10001111	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Durable	45.45	6	0.5	-34.65	Non
Belgique	Centre	FOU-ÉL-10003679	Fournitures de bureau	Éléments de fixation	OIC Colliers. Par paquet de 12	96	5	0	48	Non
Belgique	Centre	MOB-CH-10002999	Mobilier	Chaises	SAFCO Tabouret. Noir	496.53	3	0	178.74	Non
Belgique	Centre	FOU-ST-10000153	Fournitures de bureau	Stockage	Fellowes Chariot. Métal	409.14	3	0	85.86	Non
Italie	Sud	FOU-ST-10002968	Fournitures de bureau	Stockage	Tenex Chariot. Bleu	321.912	4	0.4	-112.728	Non
Italie	Sud	PRO-TÉ-10002429	Produits technologiques	Téléphones	Motorola Chargeur. Tailles assorties	1549.296	4	0.4	-438.984	Non
Espagne	Sud	FOU-ST-10001977	Fournitures de bureau	Stockage	Eldon Rayonnage. Industriel	396.09	9	0.1	-31.05	Non
France	Centre	FOU-AR-10004103	Fournitures de bureau	Art	Stanley Surligneurs. Tailles assorties	143.04	8	0	48.48	Non
France	Centre	FOU-ST-10000230	Fournitures de bureau	Stockage	Tenex Plateaux. Industriel	295.326	6	0.1	-0.054	Non
France	Centre	PRO-PH-10001725	Produits technologiques	Photocopieurs	Sharp Encre. Couleur	641.835	6	0.15	241.515	Non
France	Centre	FOU-ÉL-10003624	Fournitures de bureau	Électroménager	Hoover Grille-pain. Rouge	225.828	3	0.1	-5.022	Non
France	Centre	FOU-ST-10000473	Fournitures de bureau	Stockage	Fellowes Plateaux. Bleu	206.604	4	0.1	-6.996	Non
Royaume-Uni	Nord	MOB-BI-10002381	Mobilier	Bibliothèques	Dania Bibliothèque. Métal	723.72	2	0	253.26	Non
Royaume-Uni	Nord	FOU-EN-10002021	Fournitures de bureau	Enveloppes	Jiffy Enveloppes. Livré par 50	111.51	3	0	24.48	Non
Espagne	Sud	FOU-AR-10004349	Fournitures de bureau	Art	Sanford Marqueurs. Tailles assorties	185.01	7	0	16.59	Non
Espagne	Sud	PRO-AC-10002380	Produits technologiques	Accessoires	Logitech Clavier. Durable	363.3	5	0	76.2	Non
Espagne	Sud	FOU-AR-10000102	Fournitures de bureau	Art	Sanford Surligneurs. Emballage en vrac	144.18	9	0	5.67	Non
Espagne	Sud	MOB-BI-10001020	Mobilier	Bibliothèques	Dania Bibliothèque classique. Métal	410.22	1	0	135.36	Non
France	Centre	FOU-CL-10003871	Fournitures de bureau	Classeurs	Acco Onglets. Clair	40.2	5	0	16.8	Non
France	Centre	FOU-AR-10000102	Fournitures de bureau	Art	Sanford Surligneurs. Emballage en vrac	16.02	1	0	0.63	Oui
France	Centre	FOU-ST-10003956	Fournitures de bureau	Stockage	Smead Casiers. Métal	710.964	4	0.1	-7.956	Non
France	Centre	FOU-EN-10001209	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe à fermoir. Livré par 50	9.9	1	0	3.96	Non
Suède	Nord	PRO-PH-10004854	Produits technologiques	Photocopieurs	Hewlett Photocopieur. Couleur	662.775	5	0.5	-212.175	Non
Suède	Nord	MOB-CH-10001816	Mobilier	Chaises	Harbour Creations Chaise de plage. Rouge	184.86	6	0.5	-25.92	Non
Suède	Nord	PRO-MA-10003940	Produits technologiques	Machines	Okidata Imprimante. Multicolore	671.25	5	0.5	-308.85	Non
France	Centre	FOU-AR-10003938	Fournitures de bureau	Art	Binney & Smith Toile. Tailles assorties	218.16	4	0	104.64	Non
Allemagne	Centre	MOB-ME-10003104	Mobilier	Meubles	Eldon Butée de porte. Multi-emballage	50.22	1	0	15.54	Non
Allemagne	Centre	FOU-ÉT-10002823	Fournitures de bureau	Étiquettes	Avery Étiquettes légales. Blanc	34.02	3	0	5.04	Non
Allemagne	Centre	MOB-BI-10003591	Mobilier	Bibliothèques	Sauder Étagères. Noir	705.348	4	0.1	101.868	Non
Allemagne	Centre	FOU-CL-10004490	Fournitures de bureau	Classeurs	Ibico Machine à relier. Clair	356.16	7	0	163.8	Non
France	Centre	FOU-FO-10002410	Fournitures de bureau	Fournitures	Kleencut Règle. Industriel	212.52	14	0	4.2	Non
France	Centre	FOU-PA-10002426	Fournitures de bureau	Papier	Enermax Papier à lettres. Qualité supérieure	94.2	2	0	27.3	Non
France	Centre	MOB-CH-10000171	Mobilier	Chaises	Hon Fauteuil. Noir	5729.346	14	0.1	63.546	Non
France	Centre	PRO-PH-10004679	Produits technologiques	Photocopieurs	Canon Encre. Numérique	249.543	2	0.15	-11.757	Non
Italie	Sud	FOU-ST-10003595	Fournitures de bureau	Stockage	Smead Boîte. Métal	23.616	4	0.4	-9.144	Non
Italie	Sud	FOU-ÉT-10000911	Fournitures de bureau	Étiquettes	Hon Étiquettes d'expédition. Blanc	45.48	4	0	12.72	Non
Pays-Bas	Centre	FOU-AR-10004067	Fournitures de bureau	Art	Binney & Smith Taille-crayon. Bleu	26.67	2	0.5	-24.57	Non
Pays-Bas	Centre	PRO-PH-10004058	Produits technologiques	Photocopieurs	HP Photocopieur. Couleur	245.13	2	0.5	-78.45	Non
Royaume-Uni	Nord	FOU-PA-10001710	Fournitures de bureau	Papier	SanDisk Ramette. Qualité supérieure	59.58	2	0	13.08	Non
Royaume-Uni	Nord	FOU-CL-10003093	Fournitures de bureau	Classeurs	Ibico Onglets. Recyclé	18.54	2	0	8.1	Non
Royaume-Uni	Nord	FOU-ÉL-10004090	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Tailles assorties	24.75	3	0	10.62	Non
France	Centre	FOU-PA-10000938	Fournitures de bureau	Papier	Enermax Cahier. Multicolore	29.91	1	0	6.27	Oui
Italie	Sud	PRO-TÉ-10001121	Produits technologiques	Téléphones	Nokia Smartphone. Emballage en vrac	147.888	2	0.4	-91.212	Non
Royaume-Uni	Nord	FOU-CL-10004522	Fournitures de bureau	Classeurs	Avery Machine à relier. Clair	144.9	3	0	17.37	Non
Royaume-Uni	Nord	PRO-TÉ-10000689	Produits technologiques	Téléphones	Motorola Dispositif audio. Taille réelle	523.98	3	0	157.14	Non
Royaume-Uni	Nord	PRO-TÉ-10004485	Produits technologiques	Téléphones	Nokia Dispositif audio. Tailles assorties	508.77	3	0	101.7	Non
Espagne	Sud	FOU-ST-10001643	Fournitures de bureau	Stockage	Eldon Dossiers. Métal	43.335	3	0.1	-0.045	Non
Espagne	Sud	PRO-MA-10001819	Produits technologiques	Machines	Epson Téléphone. Durable	291.924	4	0.1	12.924	Oui
Espagne	Sud	FOU-FO-10000838	Fournitures de bureau	Fournitures	Fiskars Ciseaux. Bleu	162.12	7	0	77.7	Oui
Espagne	Sud	MOB-ME-10003873	Mobilier	Meubles	Advantus Horloge. Noir	102.78	2	0	29.76	Oui
Espagne	Sud	FOU-ÉT-10004472	Fournitures de bureau	Étiquettes	Avery Étiquettes repositionnables. Durable	100.17	9	0	24.84	Oui
Espagne	Sud	FOU-CL-10004615	Fournitures de bureau	Classeurs	Avery Perforatrice. Recyclé	84.69	3	0	0	Oui
Espagne	Sud	PRO-PH-10002835	Produits technologiques	Photocopieurs	Sharp Télécopieur. Rouge	2056.95	7	0	431.76	Oui
Allemagne	Centre	FOU-CL-10001670	Fournitures de bureau	Classeurs	Acco Classeur. Économique	45.45	3	0	6.3	Non
Royaume-Uni	Nord	FOU-ÉL-10004701	Fournitures de bureau	Électroménager	KitchenAid Micro-ondes. Argent	933.21	3	0	27.99	Oui
Allemagne	Centre	FOU-CL-10002137	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Recyclé	100.26	2	0	21	Non
Allemagne	Centre	MOB-CH-10002323	Mobilier	Chaises	Office Star Chaise pliante. Rouge	412.695	5	0.1	9.045	Non
Allemagne	Centre	FOU-ST-10003672	Fournitures de bureau	Stockage	Smead Boîte. Industriel	40.5	4	0.1	-0.9	Non
Allemagne	Centre	FOU-AR-10003250	Fournitures de bureau	Art	Stanley Carnet de croquis. Métal	137.07	3	0	21.87	Non
Italie	Sud	FOU-EN-10000539	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe interservices. Livré par 50	286.92	6	0	65.88	Non
Italie	Sud	FOU-CL-10003330	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Durable	102.54	2	0	35.88	Non
Italie	Sud	FOU-ÉT-10001157	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes légales. Durable	22.68	2	0	3.6	Non
Autriche	Centre	FOU-CL-10002676	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Recyclé	28.02	2	0	10.32	Non
Allemagne	Centre	PRO-TÉ-10002935	Produits technologiques	Téléphones	Apple Casque. Tailles assorties	380.55	5	0	79.8	Non
Allemagne	Centre	FOU-PA-10000321	Fournitures de bureau	Papier	SanDisk Papier à lettres. Qualité supérieure	193.68	4	0	73.56	Non
Royaume-Uni	Nord	FOU-AR-10003128	Fournitures de bureau	Art	Sanford Marqueurs. Emballage en vrac	47.04	2	0	0.9	Non
Royaume-Uni	Nord	FOU-ST-10004824	Fournitures de bureau	Stockage	Smead Dossiers. Industriel	17.97	1	0	4.11	Non
Espagne	Sud	FOU-EN-10001359	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe interservices. Argent	50.22	1	0	21.09	Non
Espagne	Sud	MOB-ME-10003131	Mobilier	Meubles	Advantus Cadre. Durable	432.6	4	0	47.52	Non
Royaume-Uni	Nord	FOU-ÉL-10002558	Fournitures de bureau	Électroménager	Cuisinart Blender. Noir	132.84	2	0	1.32	Non
Royaume-Uni	Nord	FOU-AR-10000761	Fournitures de bureau	Art	Stanley Marqueurs. Emballage en vrac	112.35	5	0	0	Non
Royaume-Uni	Nord	PRO-TÉ-10000161	Produits technologiques	Téléphones	Motorola Dispositif audio. Emballage en vrac	520.38	3	0	150.84	Non
Royaume-Uni	Nord	FOU-ST-10003889	Fournitures de bureau	Stockage	Rogers Boîte. Bleu	47.94	2	0	0.9	Non
Belgique	Centre	FOU-CL-10004373	Fournitures de bureau	Classeurs	Avery Machine à relier. Durable	151.02	3	0	9	Non
France	Centre	FOU-CL-10002872	Fournitures de bureau	Classeurs	Cardinal Classeur. Économique	96.81	7	0	35.7	Non
France	Centre	FOU-CL-10004542	Fournitures de bureau	Classeurs	Avery Classeur. Clair	24.72	2	0	2.46	Non
Italie	Sud	FOU-AR-10003297	Fournitures de bureau	Art	Stanley Stylos. Tailles assorties	119.07	9	0	38.07	Non
Italie	Sud	FOU-AR-10001026	Fournitures de bureau	Art	Binney & Smith Carnet de croquis. Bleu	138.96	3	0	36.09	Non
Italie	Sud	MOB-TA-10004770	Mobilier	Tables	Chromcraft Table basse. Rectangulaire	529.32	4	0.5	-391.8	Non
Italie	Sud	FOU-ST-10004687	Fournitures de bureau	Stockage	Eldon Casiers. Métal	709.128	6	0.4	-236.412	Non
Italie	Sud	FOU-AR-10000306	Fournitures de bureau	Art	Boston Stylos. Emballage en vrac	28.98	2	0	9.54	Non
Italie	Sud	MOB-BI-10000755	Mobilier	Bibliothèques	Dania Bibliothèque. Blanc	364.92	1	0	83.91	Non
Italie	Sud	FOU-AR-10000913	Fournitures de bureau	Art	BIC Carnet de croquis. Tailles assorties	414.72	8	0	62.16	Non
Pays-Bas	Centre	MOB-BI-10004938	Mobilier	Bibliothèques	Bush Bibliothèque. Classique	1275.12	7	0.5	-1147.65	Non
Pays-Bas	Centre	PRO-MA-10001488	Produits technologiques	Machines	StarTech Calculatrice. Durable	80.16	4	0.5	-56.16	Non
Pays-Bas	Centre	FOU-CL-10000557	Fournitures de bureau	Classeurs	Cardinal Renforts de perforations. Économique	8.01	3	0.5	-1.53	Non
Pays-Bas	Centre	PRO-TÉ-10004522	Produits technologiques	Téléphones	Nokia Dispositif audio. Taille réelle	168.03	2	0.5	-110.91	Non
Pays-Bas	Centre	FOU-AR-10004518	Fournitures de bureau	Art	Boston Marqueurs. Bleu	65.925	5	0.5	-11.925	Non
Pays-Bas	Centre	PRO-TÉ-10001888	Produits technologiques	Téléphones	Samsung Dispositif audio. Tailles assorties	424.2	5	0.5	-271.5	Non
Allemagne	Centre	FOU-ÉL-10001289	Fournitures de bureau	Électroménager	Breville Réfrigérateur. Blanc	1397.169	3	0.1	155.169	Non
Royaume-Uni	Nord	MOB-BI-10001432	Mobilier	Bibliothèques	Bush Bibliothèque. Noir	674.244	6	0.1	217.224	Non
Royaume-Uni	Nord	FOU-PA-10001476	Fournitures de bureau	Papier	SanDisk Cahier. Multicolore	140.535	5	0.1	48.285	Non
France	Centre	PRO-MA-10003543	Produits technologiques	Machines	Epson Imprimante. Durable	2456.619	11	0.15	664.719	Non
France	Centre	MOB-BI-10004806	Mobilier	Bibliothèques	Bush Étagère d'angle. Classique	223.182	2	0.1	27.222	Non
Royaume-Uni	Nord	FOU-ST-10004128	Fournitures de bureau	Stockage	Fellowes Plateaux. Industriel	86.805	3	0.5	-45.225	Non
Royaume-Uni	Nord	FOU-ÉT-10001045	Fournitures de bureau	Étiquettes	Avery Étiquettes d'expédition. Ajustable	19.5	4	0.5	-6.66	Non
Espagne	Sud	PRO-TÉ-10003741	Produits technologiques	Téléphones	Cisco Smartphone. Taille réelle	754.758	6	0.1	201.258	Non
Espagne	Sud	FOU-CL-10000042	Fournitures de bureau	Classeurs	Ibico Perforatrice. Recyclé	338.91	11	0	94.71	Non
Espagne	Sud	FOU-ÉL-10000150	Fournitures de bureau	Électroménager	Hamilton Beach Grille-pain. Rouge	115.02	2	0	4.56	Non
Espagne	Sud	FOU-EN-10000029	Fournitures de bureau	Enveloppes	Jiffy Auto-adhésive. Livré par 50	40.02	2	0	9.96	Non
Espagne	Sud	FOU-ÉL-10004056	Fournitures de bureau	Éléments de fixation	OIC Punaises. Tailles assorties	24.72	2	0	4.92	Non
Espagne	Sud	FOU-EN-10001932	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppes. Recyclé	37.35	1	0	4.47	Non
Espagne	Sud	MOB-BI-10002854	Mobilier	Bibliothèques	Dania Armoire. Classique	565.8	4	0	271.56	Non
Espagne	Sud	PRO-PH-10000489	Produits technologiques	Photocopieurs	Sharp Encre. Livré par deux	497.64	4	0	79.56	Non
Royaume-Uni	Nord	MOB-BI-10001818	Mobilier	Bibliothèques	Bush Étagère d'angle. Noir	626.7	5	0	300.75	Non
France	Centre	MOB-BI-10004610	Mobilier	Bibliothèques	Sauder Étagères. Blanc	709.56	4	0.1	212.76	Non
France	Centre	FOU-FO-10001503	Fournitures de bureau	Fournitures	Acme Cutter. Bleu	75.6	2	0	36.24	Non
France	Centre	FOU-CL-10002040	Fournitures de bureau	Classeurs	Ibico Renforts de perforations. Économique	13.98	2	0	6.84	Non
Espagne	Sud	PRO-TÉ-10004339	Produits technologiques	Téléphones	Cisco Amplificateur de signal. Taille réelle	275.616	2	0.1	-21.444	Non
Espagne	Sud	FOU-ST-10004702	Fournitures de bureau	Stockage	Rogers Chariot. Bleu	1401.84	11	0.1	108.9	Non
Espagne	Sud	FOU-CL-10000593	Fournitures de bureau	Classeurs	Acco Renforts de perforations. Clair	18.36	3	0	0.72	Non
Espagne	Sud	PRO-AC-10001620	Produits technologiques	Accessoires	Memorex Clé USB. Économique	176.4	6	0	36.9	Non
Allemagne	Centre	PRO-TÉ-10004804	Produits technologiques	Téléphones	Samsung Casque. Bleu	146.4	2	0	7.32	Non
France	Centre	FOU-CL-10004486	Fournitures de bureau	Classeurs	Avery Renforts de perforations. Clair	27.09	7	0	2.52	Non
France	Centre	MOB-BI-10000161	Mobilier	Bibliothèques	Safco Étagère d'angle. Noir	814.374	6	0.1	217.134	Non
France	Centre	PRO-MA-10002436	Produits technologiques	Machines	StarTech Jet d'encre. Durable	513.213	2	0.15	-90.567	Non
Allemagne	Centre	FOU-ST-10001362	Fournitures de bureau	Stockage	Eldon Plateaux. Métal	211.68	5	0.1	68.13	Non
Allemagne	Centre	FOU-ST-10000950	Fournitures de bureau	Stockage	Fellowes Chariot. Industriel	220.464	2	0.2	-19.296	Non
Allemagne	Centre	FOU-AR-10000560	Fournitures de bureau	Art	Binney & Smith Toile. Bleu	138.672	3	0.1	13.842	Non
Irlande	Nord	FOU-AR-10004518	Fournitures de bureau	Art	Boston Marqueurs. Bleu	26.37	2	0.5	-4.77	Non
Belgique	Centre	FOU-ST-10000723	Fournitures de bureau	Stockage	Smead Rayonnage. Bleu	293.58	6	0	88.02	Non
Belgique	Centre	FOU-AR-10001404	Fournitures de bureau	Art	Sanford Marqueurs. Bleu	69.75	3	0	13.23	Non
France	Centre	FOU-AR-10003938	Fournitures de bureau	Art	Binney & Smith Toile. Tailles assorties	109.08	2	0	52.32	Non
France	Centre	FOU-PA-10004851	Fournitures de bureau	Papier	Xerox Papier parchemin. Qualité supérieure	26.52	2	0	8.46	Non
Norvège	Nord	PRO-PH-10001730	Produits technologiques	Photocopieurs	HP Télécopieur. Numérique	599.16	2	0	0	Non
Norvège	Nord	FOU-ÉT-10001648	Fournitures de bureau	Étiquettes	Avery Étiquettes légales. Durable	70.38	6	0	32.22	Non
Allemagne	Centre	PRO-TÉ-10003734	Produits technologiques	Téléphones	Samsung Smartphone. Taille réelle	249.06	2	0	59.76	Non
Allemagne	Centre	PRO-AC-10003549	Produits technologiques	Accessoires	Enermax Clavier. Programmable	235.32	4	0	25.8	Non
Italie	Sud	FOU-ÉT-10003699	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes repositionnables. Ajustable	82.5	10	0	11.4	Non
Danemark	Nord	FOU-ST-10002344	Fournitures de bureau	Stockage	Rogers Plateaux. Métal	151.875	5	0.5	-3.075	Non
Danemark	Nord	MOB-ME-10002485	Mobilier	Meubles	Eldon Ampoule. Noir	50.4	5	0.6	-27.75	Non
Danemark	Nord	FOU-AR-10004326	Fournitures de bureau	Art	Binney & Smith Toile. Emballage en vrac	25.815	1	0.5	-17.055	Non
Danemark	Nord	FOU-AR-10002240	Fournitures de bureau	Art	Binney & Smith Carnet de croquis. Emballage en vrac	93.18	4	0.5	-65.34	Non
Danemark	Nord	PRO-MA-10002002	Produits technologiques	Machines	Okidata Calculatrice. Blanc	50.7	2	0.5	-48.72	Non
Allemagne	Centre	FOU-ST-10001540	Fournitures de bureau	Stockage	Tenex Casiers. Industriel	368.334	2	0.1	73.614	Non
Allemagne	Centre	MOB-ME-10003391	Mobilier	Meubles	Eldon Horloge. Qualité supérieure	220.56	4	0	74.88	Non
Allemagne	Centre	FOU-CL-10004026	Fournitures de bureau	Classeurs	Ibico Machine à relier. Durable	370.44	7	0	170.31	Non
France	Centre	PRO-MA-10001935	Produits technologiques	Machines	Konica Imprimante de cartes. Durable	595.986	4	0.15	91.146	Non
Allemagne	Centre	FOU-ÉL-10000349	Fournitures de bureau	Éléments de fixation	Stockwell Trombones. Tailles assorties	120.45	11	0	46.86	Non
Royaume-Uni	Nord	FOU-AR-10002453	Fournitures de bureau	Art	Boston Toile. Tailles assorties	227.28	4	0	34.08	Non
France	Centre	FOU-ÉL-10004859	Fournitures de bureau	Électroménager	Hamilton Beach Réfrigérateur. Rouge	3150.819	7	0.1	-35.091	Non
France	Centre	FOU-ÉT-10000650	Fournitures de bureau	Étiquettes	Avery Étiquettes légales. Ajustable	46.2	5	0	14.25	Non
France	Centre	FOU-AR-10004380	Fournitures de bureau	Art	BIC Marqueurs. Emballage en vrac	53.4	2	0	14.94	Non
France	Centre	FOU-AR-10004349	Fournitures de bureau	Art	Sanford Marqueurs. Tailles assorties	211.44	8	0	18.96	Non
France	Centre	FOU-AR-10003411	Fournitures de bureau	Art	Boston Toile. Métal	164.7	3	0	29.61	Non
France	Centre	MOB-ME-10002193	Mobilier	Meubles	Deflect-O Horloge. Qualité supérieure	97.86	2	0	8.76	Non
France	Centre	FOU-CL-10001670	Fournitures de bureau	Classeurs	Acco Classeur. Économique	106.05	7	0	14.7	Non
France	Centre	FOU-CL-10000371	Fournitures de bureau	Classeurs	Cardinal Renforts de perforations. Recyclé	17.1	3	0	7.11	Non
France	Centre	FOU-CL-10002872	Fournitures de bureau	Classeurs	Cardinal Classeur. Économique	13.83	1	0	5.1	Non
France	Centre	FOU-ST-10003652	Fournitures de bureau	Stockage	Fellowes Casiers. Industriel	374.058	2	0.1	141.258	Non
France	Centre	FOU-AR-10003527	Fournitures de bureau	Art	Sanford Stylos. Tailles assorties	42.84	3	0	19.62	Non
Royaume-Uni	Nord	FOU-AR-10003949	Fournitures de bureau	Art	Stanley Taille-crayon. Métal	52.08	2	0	17.7	Non
Belgique	Centre	MOB-BI-10000076	Mobilier	Bibliothèques	Bush Armoire. Classique	143.37	1	0	31.53	Oui
Belgique	Centre	FOU-FO-10003790	Fournitures de bureau	Fournitures	Kleencut Ciseaux. Bleu	111.45	5	0	34.5	Oui
Belgique	Centre	PRO-AC-10001316	Produits technologiques	Accessoires	Enermax Clavier. Programmable	424.8	5	0	182.55	Oui
France	Centre	PRO-MA-10004161	Produits technologiques	Machines	StarTech Imprimante. Rouge	645.966	3	0.15	212.706	Non
Norvège	Nord	FOU-AR-10002119	Fournitures de bureau	Art	Stanley Taille-crayon. Tailles assorties	27.96	1	0	1.11	Non
Allemagne	Centre	FOU-CL-10001014	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Recyclé	80.85	7	0	19.32	Non
Allemagne	Centre	FOU-AR-10004327	Fournitures de bureau	Art	Binney & Smith Toile. Métal	263.1	5	0	49.95	Non
Allemagne	Centre	PRO-PH-10000602	Produits technologiques	Photocopieurs	Brother Télécopieur. Numérique	954.54	3	0	305.37	Non
Allemagne	Centre	FOU-CL-10002676	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Recyclé	70.05	5	0	25.8	Non
France	Centre	FOU-AR-10003446	Fournitures de bureau	Art	Sanford Toile. Métal	207.12	4	0	76.56	Non
Pays-Bas	Centre	FOU-PA-10000064	Fournitures de bureau	Papier	Eaton Papier à lettres. Qualité supérieure	158.13	7	0.5	-63.42	Oui
Pays-Bas	Centre	FOU-ST-10002409	Fournitures de bureau	Stockage	Smead Casiers. Industriel	397.8	4	0.5	-175.08	Oui
Pays-Bas	Centre	MOB-BI-10004214	Mobilier	Bibliothèques	Safco Étagère d'angle. Métal	521.22	7	0.5	-260.61	Oui
Pays-Bas	Centre	PRO-AC-10000454	Produits technologiques	Accessoires	Enermax Clé USB. Programmable	107.55	5	0.5	-30.15	Oui
